"Identifikator";"Firma";"Zusatz";"PLZ";"Ort";"Status";"Bemerkung"
"104650 12345";"Elektrizitätswerk der PG Wagenhausen";"";"8259";"Kaltenbach";"AKTIV";""
"104660 12345";"tbgs - Technische Betriebe Glarus Süd";"";"8762";"Schwanden";"PASSIV";"Ehemals: Elektrizitätswerk Elm, 8767 Elm (bis 2010)"
"104670 12345";"EW Sirnach AG";"";"8370";"Sirnach";"PASSIV";"Ehemals: Elektra-Genossenschaft Hub-Busswil, 8370 Sirnach (Übernahme 2018)"
"104680 12345";"Elektra Augst";"";"4302";"Augst BL";"AKTIV";""
"104690 12345";"Grande Dixence SA";"";"1950";"Sion";"AKTIV";""
"104700 12345";"Werkbetrieb Elektrizität Amlikon-Bissegg";"";"8514";"Amlikon-Bissegg";"PASSIV";"Ehemals: Elektrakorporation Bissegg-Bänikon, 8514 Bissegg"
"104710 12345";"Société Électrique du Val-de-Travers S.A.";"";"2108";"Couvet";"AKTIV";""
"104720 12345";"AEW Energie AG";"";"5000";"Aarau";"PASSIV";"Ehemals: Elektrizitäts-Versorgung Klingnau, 5313 Klingnau (Übernahme 2017)"
"104730 12345";"Elektra Remetschwil";"c/o Robert Furrer";"5453";"Remetschwil";"AKTIV";""
"104740 12345";"Genossenschaft Energie Fischingen";"";"8374";"Dussnang";"PASSIV";"Ehemals: Elektra-Korporation Dingetswil-Dussnangberg, 8374 Dussnang (Übernahme 2015)"
"104750 12345";"Société des Forces Electriques de La Goule";"";"2610";"Saint-Imier";"AKTIV";""
"104760 12345";"Technische Gemeindebetriebe Berg";"";"8572";"Berg TG";"AKTIV";""
"104770 12345";"Elektra Böttstein";"";"5315";"Böttstein";"AKTIV";""
"104780 12345";"Elektrizitätsversorgung St. Stephan";"";"3772";"St. Stephan";"AKTIV";""
"104790 12345";"Elektra Eggersriet";"";"9034";"Eggersriet";"AKTIV";""
"104800 12345";"Elektrizitätsgenossenschaft Villnachern";"";"5213";"Villnachern";"AKTIV";""
"104810 12345";"Elektrizitätswerk Wohlenschwil";"Gemeinde Wohlenschwil";"5512";"Wohlenschwil";"AKTIV";""
"104820 12345";"Genossenschaft Elektra Ehrendingen";"";"5420";"Ehrendingen";"AKTIV";""
"104830 12345";"EW Lachen AG";"";"8853";"Lachen SZ";"AKTIV";""
"104840 12345";"Martin Zeller AG Flums";"Elektrizitätswerk";"8890";"Flums";"PASSIV";"Ehemals: Elektrizitätswerk Martin Marthy, 8895 Flumserberg Portel (Das Netz wird seit 2009 vom Elektrizitätswerk Martin Zeller AG betrieben)."
"104850 12345";"Politische Gemeinde Gachnang";"Elektrizitätsversorgung";"8547";"Gachnang";"AKTIV";""
"104860 12345";"Services Techniques de la Commune de Paudex";"Municipalité de Paudex";"1094";"Paudex";"AKTIV";""
"104870 12345";"Genossenschaft Elektra, Jegenstorf";"";"3303";"Jegenstorf";"AKTIV";""
"104880 12345";"Gemeindewerke Pfäffikon";"";"8330";"Pfäffikon ZH";"AKTIV";""
"104890 12345";"WERKE Rheineck";"Elektrizitäts- und Wasserversorgung";"9424";"Rheineck";"AKTIV";""
"104900 12345";"Elektrizitätswerke des Kantons Zürich - EKZ";"";"8002";"Zürich";"PASSIV";"Ehemals: Elektrizitätswerk Oberhasli, 8156 Oberhasli (Übernahme 2010)"
"104910 12345";"Grand Resort Bad Ragaz AG";"Infrastruktur";"7310";"Bad Ragaz";"AKTIV";""
"104920 12345";"Gemeindewerke Dietlikon";"";"8305";"Dietlikon";"AKTIV";""
"104930 12345";"Elektra-Genossenschaft Olsberg";"";"4305";"Olsberg";"AKTIV";""
"104940 12345";"Elektrizitätswerk Sennwald";"";"9466";"Sennwald";"PASSIV";"Ehemals: Dorfkorporation Salez, 9465 Salez (Gemeindefusion per 1.1.2012)"
"104950 12345";"Elektra Oberrohrdorf";"";"5452";"Oberrohrdorf";"AKTIV";""
"104960 12345";"a.en Aare Energie AG";"";"4600";"Olten";"AKTIV";""
"104970 12345";"Elektrizitäts-Genossenschaft Boswil-Bünzen";"";"5623";"Boswil";"AKTIV";""
"104980 12345";"Elektrizitätsversorgung Kaltbrunn AG";"";"8722";"Kaltbrunn";"AKTIV";""
"104990 12345";"SEDRE SA";"";"1934";"Le Châble VS";"PASSIV";"Ehemals: Services électriques de la Commune de Sembrancher, 1933 Sembrancher (bis 31.12.2016)"
"105000 12345";"Gemeinde Hallau, Elektrizitätswerk";"";"8215";"Hallau";"AKTIV";""
"105010 12345";"Elektrizitätswerk Gemeinde Bergün Filisur";"";"7477";"Filisur";"PASSIV";"Ehemals: Politische Gemeinde Filisur Abteilung Energiewesen, 7477 Filisur (Gemeindefusion per 1.1.2018)"
"105020 12345";"Forces Motrices de la Gougra SA";"";"1950";"Sion";"AKTIV";""
"105030 12345";"Energie Belp AG";"";"3123";"Belp";"AKTIV";""
"105040 12345";"Provedimaint electric Val Müstair";"";"7536";"Sta. Maria Val Müstair";"AKTIV";""
"105050 12345";"Sinergy Infrastructure SA";"";"1920";"Martigny";"PASSIV";"Ehemals: Service électricité de la commune de Charrat, 1906 Charrat (Übernahme per 1.1.2019)"
"105060 12345";"Sinergy Infrastructure SA";"";"1920";"Martigny";"PASSIV";"Ehemals: Service d'électricité Martigny-Combe, 1921 Martigny-Croix (Übernahme per 1.1.2021)"
"105070 12345";"Elektrizitätsversorgung Thalheim";"";"5112";"Thalheim AG";"AKTIV";""
"105080 12345";"EMAG Energie Münchenbuchsee AG";"";"3053";"Münchenbuchsee";"AKTIV";"Vorher: Einwohnergemeinde Münchenbuchsee, Gemeindebetriebe, 3053 Munchenbuchsee"
"105090 12345";"Elektrizitätsversorgung der Gemeinde Saas-Fee";"";"3906";"Saas-Fee";"AKTIV";""
"105100 12345";"Elektrizitätsgenossenschaft Diemtigen";"";"3754";"Diemtigen";"AKTIV";""
"105110 12345";"Elektrizitätsversorgung Marbach (SG)";"";"9437";"Marbach SG";"AKTIV";""
"105120 12345";"Genossenschaft Elektra Fislisbach";"";"5442";"Fislisbach";"AKTIV";""
"105130 12345";"Elektra Energie Genossenschaft";"";"3673";"Linden";"AKTIV";"Ehemals: Elektra Aeschlen-Linden-Heimenschwanden (Elektra ALH), 3673 Linden"
"105140 12345";"Elektrizitätsversorgung Benken";"";"8717";"Benken SG";"AKTIV";""
"105150 12345";"Elektrizitätsversorgung Benken ZH";"Gemeindeverwaltung";"8463";"Benken ZH";"AKTIV";""
"105160 12345";"Elektroversorgung Untervaz";"";"7204";"Untervaz";"AKTIV";""
"105170 12345";"Genossenschaft Energie Fischingen";"";"8374";"Dussnang";"PASSIV";"Ehemals: Elektrizitäts-Genossenschaft Schurten-Hatterswil, 8374 Dussnang (Übernahme 2015)"
"105180 12345";"Technische Betriebe Thal";"Abteilung EW";"9425";"Thal";"AKTIV";""
"105190 12345";"Azienda Elettrica Comunale Torricella-Taverne";"";"6808";"Torricella";"AKTIV";""
"105200 12345";"Politische Gemeinde Stettfurt";"";"9507";"Stettfurt";"AKTIV";""
"105210 12345";"Limmatkraftwerke AG";"c/o Regionalwerke Baden";"5400";"Baden";"AKTIV";"Der Identifikator wurde zweimal vergeben, nämlich auch an Kraftwerke Zervreila AG, 9000 St. Gallen"
"105210 12345";"Kraftwerke Zervreila AG";"";"9000";"St. Gallen";"AKTIV";"Der Identifikator wurde zweimal vergeben, nämlich auch an Limmatkraftwerke AG c/o Regionalwerke Baden, 5400 Baden"
"105220 12345";"Elektra Opfersei";"";"6133";"Hergiswil b. Willisau";"AKTIV";""
"105230 12345";"Services Techniques de la Commune de Cortaillod";"";"2016";"Cortaillod";"AKTIV";""
"105250 12345";"Elektrizitätswerk der Gemeinde Lantsch/Lenz";"c/o EW Vaz/Obervaz";"7083";"Lantsch/Lenz";"AKTIV";""
"105260 12345";"Industrielle Betriebe Kloten AG";"";"8302";"Kloten";"AKTIV";""
"105270 12345";"Kraftwerk Birsfelden AG";"";"4127";"Birsfelden";"AKTIV";""
"105280 12345";"St. Gallisch-Appenzellische Kraftwerke AG";"";"9000";"St. Gallen";"PASSIV";"Ehemals: Elektro Speicher-Trogen AG, 9042 Speicher (Übernahme durch SAK per 1.10.2011)"
"105290 12345";"Elektrizitätsversorgung Saas-Almagell";"";"3905";"Saas-Almagell";"AKTIV";""
"105300 12345";"Technische Betriebe Glarus Nord";"";"8752";"Näfels";"PASSIV";"Ehemals: Elektrizitätsversorgung der Gemeinde Bilten, 8865 Bilten (bis 2010)"
"105310 12345";"Elektrizitätswerk Safiental";"";"7107";"Safien Platz";"PASSIV";"Ehemals: Elektrizitätsversorgung Safien, 7107 Safien Platz (bis 2012)"
"105320 12345";"Salanfe S.A.";"p.a. Alpiq Suisse SA";"1003";"Lausanne";"AKTIV";""
"105330 12345";"Forces Motrices Hongrin-Léman S.A. (FMHL)";"p.a. Alpiq Suisse SA";"1001";"Lausanne";"AKTIV";""
"105340 12345";"Energie Electrique du Simplon S.A. (EES)";"p.a. Alpiq SA";"1003";"Lausanne";"AKTIV";""
"105350 12345";"Electra-Massa S.A.";"p.a. Alpiq Suisse SA";"1003";"Lausanne";"AKTIV";""
"105360 12345";"Elektrische Korporation Blomberg-Brandholz";"";"9642";"Ebnat-Kappel";"PASSIV";"Übernahme der Korporation Blomberg-Brandholz durch Dorfkorporation Ebnat-Kappel"
"105370 12345";"Elektrizitätswerk der Politischen Gemeinde Basadingen-Schlattingen";"";"8254";"Basadingen";"AKTIV";""
"105380 12345";"Elektra Emmenmatt";"";"3543";"Emmenmatt";"AKTIV";""
"105390 12345";"Electricité d'Emosson S.A.";"";"1920";"Martigny";"AKTIV";""
"105400 12345";"Technische Betriebe Kemmental";"(Gemeindezentrum)";"8573";"Siegershausen";"PASSIV";"Ehemals: Genossenschaft Elektra-Wasser Lippoldswilen, 8566 Neuwilen (Übernahme per 1.1.2009)"
"105410 12345";"Officine idroelettriche della Maggia S.A.";"";"6600";"Locarno";"AKTIV";""
"105420 12345";"Officine idroelettriche di Blenio S.A.";"";"6604";"Locarno";"AKTIV";""
"105430 12345";"Arosa Energie";"";"7050";"Arosa";"PASSIV";"Ehemals: Elektrizitätsversorgung der Gemeinde St.Peter, 7028 St. Peter; 1.1.2008 Gemeindefusion zu Gemeinde St. Peter-Pagig; 1.1.2013 Gemeinfusion der Gemeinden Arosa,  Calfreisen,  Castiel,  Langwies,  Lüen,  Molinis,  Peist  und  St.  Peter-Pagig zur Gemeinde Arosa"
"105440 12345";"Elektrizitätswerk Safiental";"";"7107";"Safien Platz";"PASSIV";"Ehemals: Elektrizitätsversorgung Tenna, 7106 Tenna (bis 2012)"
"105450 12345";"Elektrizitätswerk der Gemeinde Surses";"";"7453";"Tinizong";"PASSIV";"Ehemals: Elektrizitätsversorgung der Gemeinde Riom-Parsonz, 7463 Riom (bis 31.12.2016)"
"105460 12345";"Gemeinde Albula/Alvra";"Elektrizitätsversorgung";"7450";"Tiefencastel";"AKTIV";"Ehemals: Gemeinde Alvaschein, 7451 Alvaschein (bis 2015)"
"105470 12345";"Kraftwerk Wassen AG";"";"6484";"Wassen";"AKTIV";"Ehemals: Kraftwerk Wassen AG c/o CKW AG, 6003 Luzern"
"105480 12345";"Kraftwerk Göschenen AG";"";"6487";"Göschenen";"AKTIV";""
"105490 12345";"St. Gallisch-Appenzellische Kraftwerke AG";"";"9000";"St. Gallen";"PASSIV";"Ehemals: Elektro Genossenschaft Lütschbach und Umgebung, 8733 Eschenbach SG (Ubernahme 2013)"
"105500 12345";"Kraftwerke Ilanz AG";"c/o Axpo Power AG";"5400";"Baden";"AKTIV";""
"105510 12345";"Kraftwerke Sarganserland AG";"c/o Axpo Power AG";"5400";"Baden";"AKTIV";""
"105520 12345";"Kraftwerke Linth-Limmern AG";"c/o Axpo Power AG";"5400";"Baden";"AKTIV";""
"105530 12345";"Elektrizitätswerk Rheinau AG";"c/o Axpo Power AG";"5400";"Baden";"AKTIV";""
"105540 12345";"SBB AG Kraftwerk Rupperswil-Auenstein AG";"Anlagenmanagement Energie";"3082";"Zollikofen";"AKTIV";""
"105550 12345";"Elektra Büttikon";"";"5619";"Büttikon AG";"AKTIV";""
"105560 12345";"Services industriels de Peseux";"Commune de Peseux";"2034";"Peseux";"AKTIV";""
"105570 12345";"IB-Murten";"Industrielle Betriebe Murten";"3280";"Murten";"AKTIV";""
"105580 12345";"Elektra und Wasserkorporation Grub SG";"";"9036";"Grub SG";"AKTIV";""
"105590 12345";"EVU Flums AG";"";"8890";"Flums";"AKTIV";""
"105600 12345";"Dorfkorporation Trübbach Wasser- und Elektrizitätsversorgung";"";"9477";"Trübbach";"AKTIV";""
"105610 12345";"Linth Kraft AG";"c/o Papierfabrik AG";"8754";"Netstal";"AKTIV";""
"105620 12345";"Gemeindewerke Erstfeld";"";"6472";"Erstfeld";"AKTIV";""
"105630 12345";"Energie Grosshöchstetten AG";"";"3506";"Grosshöchstetten";"AKTIV";"Ehemals: Elektrizitätsversorgung Grosshöchstetten, 3506 Grosshöchstetten (bis 31.12.2015)"
"105640 12345";"Elektrizitätswerk der Gemeinde Salenstein";"";"8268";"Salenstein";"AKTIV";""
"105650 12345";"Eli10 S.A.";"";"2022";"Bevaix";"PASSIV";"Ehemals: Commune d'Auvernier, 2012 Auvernier (Übernahme per 2015)"
"105660 12345";"Elektrizitätswerk Dürrenäsch";"Gemeindehaus";"5724";"Dürrenäsch";"AKTIV";""
"105670 12345";"Elektrizitätsversorgung Kaisten";"Gemeindekanzlei";"5082";"Kaisten";"AKTIV";""
"105680 12345";"Services Industriels Moutier";"";"2740";"Moutier";"AKTIV";""
"105690 12345";"Elektrizitätsversorgung Beinwil am See";"";"5712";"Beinwil am See";"PASSIV";"Die Technische Betriebe Beinwil am See, 5712 Beinwil am See haben zwei Identifikatoren gelöst. Nur einer der beiden wird aktiv benutzt."
"105700 12345";"Genossenschaft Elektrizitätswerk Räterschen EWR";"";"8352";"Elsau";"AKTIV";""
"105710 12345";"Elektra Maisprach";"";"4464";"Maisprach";"AKTIV";""
"105720 12345";"Dorfkorporation Ebnat-Kappel";"";"9642";"Ebnat-Kappel";"PASSIV";"Ehemals: Elektrokorporation Wintersberg-Bendel Schwand, 9642 Ebnat-Kappel (Übernahme per 1.1.2021)"
"105730 12345";"Elektrizitätswerk Schafisheim";"";"5503";"Schafisheim";"AKTIV";""
"105740 12345";"Bielersee Kraftwerke AG (BIK)";"";"2501";"Biel/Bienne";"AKTIV";""
"105750 12345";"Genossenschaft ELEKTRA Koppigen-Willadingen";"";"3425";"Koppigen";"AKTIV";""
"105760 12345";"Rhonewerke AG";"c/o FMV SA";"1950";"Sion";"AKTIV";""
"105770 12345";"Politische Gemeinde Bettwiesen";"Werkbetriebe/Elektro";"9553";"Bettwiesen";"AKTIV";""
"105780 12345";"EW Elektra Auenhofen";"";"8580";"Hefenhofen";"AKTIV";""
"105790 12345";"AEW Energie AG";"";"5000";"Aarau";"PASSIV";"Ehemals: Elektrizitätswerk Brittnau, 4805 Brittnau (Übernahme 2014)"
"105800 12345";"Elektrizitäts-Genossenschaft Schönholzerswilen";"";"8577";"Schönholzerswilen";"PASSIV";"Ehemals: Elektra-Korporation Leutenegg, 8577 Schönholzerswilen (Übernahme 2009)"
"105810 12345";"Verband Schweizerischer Elektrizitätsunternehmen VSE";"";"5000";"Aarau";"PASSIV";"Die Id wurde nicht vergeben"
"105820 12345";"EE-ENERGIA ENGIADINA";"";"7550";"Scuol";"PASSIV";"Ehemals: Elektrizitätswerk der Gemeinde Susch, 7542 Susch (bis 2013)"
"105830 12345";"Technische Betriebe Weinfelden AG";"";"8570";"Weinfelden";"PASSIV";"Ehemals: Elektra-Korporation Hard-Sonnenhof, 8575 Bürglen TG (Übernahme per 1.1.2009)"
"105840 12345";"Elektra-Genossenschaft Homburg";"";"8508";"Homburg";"PASSIV";"Ehemals: Elektra Hinterhomburg, 8508 Homburg (bis 31.12.2008)"
"105850 12345";"Werkbetriebe Kefikon";"";"8546";"Kefikon TG";"AKTIV";""
"105860 12345";"AEW Energie AG";"";"5000";"Aarau";"PASSIV";"Ehemals: Elektra Rekingen (AG), 5332 Rekingen AG (Übernahme 2008)"
"105870 12345";"Elektrizitätsversorgung Rebstein";"";"9445";"Rebstein";"AKTIV";""
"105880 12345";"Städtische Elektrizitätsversorgung Laufenburg";"";"5080";"Laufenburg";"AKTIV";""
"105890 12345";"BKW";"EVU-Dienstleistungen";"4901";"Langenthal";"PASSIV";"Ehemals: Elektrizitätsversorgung der Gemeinde Rohrbach, 4938 Rohrbach (Übernahme 2008)"
"105900 12345";"Verband Schweizerischer Elektrizitätsunternehmen VSE";"";"5000";"Aarau";"PASSIV";"Die Id wurde nicht vergeben"
"105910 12345";"Elektra Neukirch Egnach";"";"9315";"Neukirch (Egnach)";"AKTIV";""
"105920 12345";"WWZ Energie AG";"";"6301";"Zug";"AKTIV";""
"105930 12345";"Società Elettrica Sopracenerina SA (SES)";"";"6600";"Locarno";"PASSIV";"Ehemals: Azienda Elettrica Comunale Ghirone, 6720 Campo (Blenio)"
"105940 12345";"Eniwa Kraftwerk AG";"";"5033";"Buchs AG";"AKTIV";""
"105950 12345";"Axpo Power AG";"";"5401";"Baden";"AKTIV";"Ehemals: Axpo Suisse AG, 8036 Zürich. Seit 1.1.2010 in die Axpo Power AG integriert."
"105960 12345";"Bas-Valais Energie SA";"c/o Romande Energie SA";"1110";"Morges";"PASSIV";"Ehemals: Sociéte Hydro-Electrique de Val-d'Illiez (SHEVI), 1874 Champéry (Zusammenschluss mit der Société de Distribution Electrique de Champéry SA per 1.1.2010, per 1.1.2012 Zusammenschluss mit der Société électrique du Bas-Valais"
"105970 12345";"Verzasca S.A.";"";"6900";"Lugano";"AKTIV";""
"105980 12345";"Elektrizitätswerk Tschiertschen-Praden";"";"7063";"Praden";"PASSIV";"Ehemals: Elektrizitätswerk der Gemeinde Praden, 7063 Praden (Fusion 2009 zu Gemeinde Tschiertschen-Praden)"
"105990 12345";"Elektra Berg";"";"9305";"Berg SG";"AKTIV";""
"106000 12345";"EOF Energie Oberes Fricktal AG";"";"5073";"Gipf-Oberfrick";"PASSIV";"Ehemals: Elektra-Genossenschaft Oberhof, 5062 Oberhof (Zusammenschluss der Elektra Gipf-Oberfrick, der Elektra Wölflinswil, der Elektra Genossenschaft Oberhof und das Gemeindewerk von Wittnau per 1.1.2016)"
"106010 12345";"Dorfgemeinde Willigen";"Elektrizitätsversorgung";"3860";"Meiringen";"AKTIV";""
"106020 12345";"Gemeinde Albula/Alvra";"Elektrizitätsversorgung";"7450";"Tiefencastel";"PASSIV";"Ehemals: Elektrizitätsversorgung Alvaneu, 7492 Alvaneu Dorf (bis 2015)"
"106030 12345";"Elektrizitätswerk der Gemeinde Surses";"";"7453";"Tinizong";"PASSIV";"Ehemals: Elektrizitätswerk der Gemeinde Tinizong-Rona, 7453 Tinizong (bis 31.12.2016)"
"106040 12345";"Städtische Elektrizitätsversorgung Laufenburg";"";"5080";"Laufenburg";"PASSIV";"Ehemals: Elektrizitätsversorgung Sulz, 5085 Sulz AG"
"106050 12345";"AEW Energie AG";"";"5000";"Aarau";"PASSIV";"Ehemals: Elektrizitäts-Versorgung Unterkulm, 5726 Unterkulm (Übernahme 2010)"
"106060 12345";"Elektrizitätsanlage Bellmund EAB";"";"2564";"Bellmund";"AKTIV";""
"106070 12345";"Politische Gemeinde Kradolf-Schönenberg";"Elektrizitätswerk";"9215";"Schönenberg an der Thur";"AKTIV";""
"106080 12345";"tbgs - Technische Betriebe Glarus Süd";"";"8762";"Schwanden";"PASSIV";"Ehemals: Elektrizitätsversorgung Engi, 8765 Engi (bis 2010)"
"106090 12345";"Engadiner Kraftwerke AG";"";"7530";"Zernez";"AKTIV";""
"106100 12345";"Elektra Schwanden i.E.";"";"3433";"Schwanden im Emmental";"AKTIV";""
"106110 12345";"Elektra-Genossenschaft Homburg";"";"8508";"Homburg";"PASSIV";"Ehemals: Elektra Homburg, 8508 Homburg (bis 31.12.2008)"
"106120 12345";"EnBAG AG";"";"3900";"Brig";"PASSIV";"Kraftwerk Ganterbach Saltina AG, c/o EnBAG AG"
"106130 12345";"EnBAG AG";"";"3900";"Brig";"PASSIV";"Ehemals: Energie-Beteiligungs-Gesellschaft AG, c/o EnBAG AG, 3900 Brig (Namensänderung 2019)"
"106140 12345";"Elektrizitätsgenossenschaft Rümikon";"";"8352";"Elsau";"AKTIV";""
"106150 12345";"EDF Alpes Investissements Sàrl";"c/o Fiduciaire FIDAG SA";"1920";"Martigny";"AKTIV";""
"106160 12345";"IBC Energie Wasser Chur";"";"7000";"Chur";"PASSIV";"Ehemals: Energieversorgung Maladers, 7026 Maladers (Fusion der Gemeinde Maladers mit der Gemeinde Chur per 1.1.2020)"
"106170 12345";"Elektrizitätsversorgung Werk-Schlatt";"";"8252";"Schlatt TG";"AKTIV";""
"106180 12345";"EGW Weiach Elektrizitätsgenossenschaft";"c/o Genossenschaft Licht- und Kraftwerke Glattfelden";"8192";"Glattfelden";"AKTIV";""
"106190 12345";"Elektra Genossenschaft Kesswil";"";"8593";"Kesswil";"AKTIV";""
"106200 12345";"Elektrizitätswerk der Gemeinde Eischoll";"";"3943";"Eischoll";"AKTIV";""
"106210 12345";"EV Gebenstorf AG";"c/o IBB Energie AG";"5200";"Brugg";"AKTIV";""
"106220 12345";"Elektrizitäts-Genossenschaft Merenschwand";"";"5634";"Merenschwand";"AKTIV";""
"106230 12345";"Gemeinde Bottighofen";"Elektra";"8598";"Bottighofen";"AKTIV";""
"106240 12345";"Viteos SA";"";"2000";"Neuchâtel";"PASSIV";"Ehemals: SIM Services Industriels des Montagnes neuchâteloises S.A., 2300 La Chaux-de-Fds 1 (Übernahme 2008)"
"106250 12345";"Gemeinde- Elektrizitätswerk Gottlieben";"";"8274";"Gottlieben";"AKTIV";""
"106260 12345";"Elektrizitätswerk Gemeinde Bergün Filisur";"";"7477";"Filisur";"AKTIV";"Ehemals: Elektrizitätswerk der Gemeinde Bergün, 7482 Bergün/Bravuogn (Gemeindefusion per 1.1.2018)"
"106270 12345";"EW Turgi Hydroelectra AG";"(AEW Energie AG)";"9435";"Heerbrugg";"AKTIV";""
"106280 12345";"Elektrizitäts-Genossenschaft Riniken (EGR)";"";"5223";"Riniken";"AKTIV";""
"106290 12345";"Genossenschaft Energie Fischingen";"";"8374";"Dussnang";"PASSIV";"Ehemals: Elektra-Korporation Matt-Sonnental, 8374 Oberwangen TG (Übernahme 2015)"
"106300 12345";"Kraftwerke Vorderrhein AG";"c/o Axpo Power AG";"5400";"Baden";"AKTIV";""
"106310 12345";"AEW Energie AG";"";"5000";"Aarau";"PASSIV";"Ehemals: Elektrizitätswerk Hägglingen, 5607 Hägglingen (Übernahme 2009)"
"106320 12345";"Commune mixte de Nods";"";"2518";"Nods";"AKTIV";""
"106330 12345";"Einwohnergemeinde Biglen";"";"3507";"Biglen";"AKTIV";""
"106340 12345";"Kraftwerk Sarneraa AG";"c/o CKW AG";"6015";"Luzern";"AKTIV";""
"106350 12345";"Stadtwerke Konstanz GmbH";"";"78464";"Konstanz";"AKTIV";""
"106360 12345";"Elektra-Genossenschaft Abtwil";"";"5646";"Abtwil";"AKTIV";""
"106370 12345";"Arosa Energie";"";"7050";"Arosa";"PASSIV";"Ehemals: Elektrizitätsversorgung der Gemeinde St. Peter-Pagig, 7028 St. Peter; 1.1.2013 Gemeinfusion der Gemeinden Arosa,  Calfreisen,  Castiel,  Langwies,  Lüen,  Molinis,  Peist  und  St.  Peter-Pagig zur Gemeinde Arosa"
"106380 12345";"Forces Motrices d'Orsières (FMO)";"";"1937";"Orsières";"AKTIV";""
"106390 12345";"Elektra Sissach";"";"4450";"Sissach";"AKTIV";""
"106400 12345";"EW Oftringen AG";"";"4665";"Oftringen";"AKTIV";""
"106410 12345";"Gemeindeverwaltung Braunau";"Technische Kommission Elektrizität";"9502";"Braunau";"AKTIV";""
"106420 12345";"Elektrizitäts-Genossenschaft Herdern";"";"8506";"Lanzenneunforn";"AKTIV";""
"106430 12345";"Elektra Sins";"";"5643";"Sins";"PASSIV";"Ehemals: Elektra Reussegg, 5643 Sins (Übernahme 2010)"
"106440 12345";"Elektra Luthern";"";"6156";"Luthern";"AKTIV";""
"106450 12345";"Energieversorgung Schams / Avers";"";"7440";"Andeer";"AKTIV";""
"106460 12345";"Genossenschaft Energie Fischingen";"";"8374";"Dussnang";"PASSIV";"Ehemals: Elektra Au, 8376 Au (Gemeinde Fischingen). Zusammenschluss mit der Elektra Fischingen und e&w Dussnang per 1.1.2021"
"106470 12345";"Elektrizitäts-Genossenschaft Schönholzerswilen";"";"8577";"Schönholzerswilen";"PASSIV";"Ehemals: Elektrizitäts-Genossenschaft Rohren-Hagenbuch, 8577 Schönholzerswilen (Übernahme 2009)"
"106480 12345";"Elektrizitätsversorgung der Politischen Gemeinde Felben-Wellhausen";"";"8552";"Felben-Wellhausen";"AKTIV";""
"106490 12345";"Kraftwerke Hinterrhein AG";"";"7430";"Thusis";"AKTIV";""
"106500 12345";"Kraftwerk Sanetsch AG";"";"3000";"Bern";"AKTIV";""
"106510 12345";"GEBNET AG";"";"4583";"Aetigkofen";"AKTIV";""
"106520 12345";"Elektrizitätswerk Sennwald";"";"9466";"Sennwald";"AKTIV";""
"106530 12345";"Elektrizitätsversorgung Grub";"";"9035";"Grub AR";"AKTIV";""
"106540 12345";"Saline de Bex SA";"";"1880";"Bex";"AKTIV";""
"106550 12345";"EOF Energie Oberes Fricktal AG";"";"5073";"Gipf-Oberfrick";"PASSIV";"Ehemals: Elektra Wölflinswil, 5063 Wölflinswil (Zusammenschluss der Elektra Gipf-Oberfrick, der Elektra Wölflinswil, der Elektra Genossenschaft Oberhof und das Gemeindewerk von Wittnau per 1.1.2016)"
"106560 12345";"Elektra-Genossenschaft Homburg";"";"8508";"Homburg";"AKTIV";"Ehemals: Elektrakorporation Hörstetten und Umgebung, 8508 Homburg (1.1.2009: Fusion der 6 Elektras Gündelhart-Hörhausen, Tagermoos, Salen-Reutenen, Homburg und Hinterhomburg"
"106570 12345";"Technische Betriebe Rupperswil";"";"5102";"Rupperswil";"AKTIV";""
"106580 12345";"Energieversorgung Talschaft Lötschen";"c/o Rell AG";"3952";"Susten";"PASSIV";"Ehemals: Elektrizitätswerk Blatten-Lötschen, 3919 Blatten (Lötschental) (Übernahme 2007)"
"106590 12345";"Impianti elettrici Bivio";"";"7457";"Bivio";"AKTIV";""
"106600 12345";"Axpo Solutions AG";"";"5401";"Baden";"AKTIV";""
"106610 12345";"Elektra Arni";"";"3508";"Arni BE";"AKTIV";""
"106620 12345";"Elektrizitätswerk Göschenen";"Gemeindekanzlei";"6487";"Göschenen";"AKTIV";""
"106630 12345";"Gemeindeverwaltung Sisseln";"Elektra";"4334";"Sisseln AG";"AKTIV";"Die AEW Energie AG, Aarau, ist seit 1. Januar 2018 vertraglich mit der Geschäfts- und Betriebsführung der Elektra Sisseln beauftragt."
"106640 12345";"Elektra-Genossenschaft Hefenhofen";"";"8580";"Hefenhofen";"AKTIV";""
"106650 12345";"RELL AG";"";"3952";"Susten";"PASSIV";"Ehemals: Elektrizitätsversorgung Turtmann, 3946 Turtmann (Übernahme 2007)"
"106660 12345";"EW Aadorf";"";"8355";"Aadorf";"PASSIV";"Ehemals: Elektrakorporation Wittenwil und Umgebung, 9547 Wittenwil (Übernahme per 1.1.2014)"
"106670 12345";"Genossenschaft Elektra Vogelsang";"";"8374";"Dussnang";"AKTIV";""
"106680 12345";"Genossenschaft Elektra Roggwil-Freidorf";"";"9325";"Roggwil TG";"AKTIV";"Ehemals: Elektra-Genossenschaft Roggwil, 9325 Roggwil TG"
